Beer Name,Brewery,Style,ABV,Min IBU,Max IBU,Bitter,Sweet,Sour,Salty,Fruits,Spices,Malty,Review,Description
Duck Duck Gooze,The Lost Abbey,Lambic,7,0,10,5,48,137,0,65,1,9,4.54,"Notes:In Belgian brewing there are fantastic wild ales brewed with naturally occurring yeast. These beers develop over time and are ready on their own terms. Duck Duck Gooze is our homage to these effervescent and wonderfully complex sparkling beers.A blend of young and old barrel aged beers, this has been one of our most sought after beers year after year since it’s original release in 2009.Alas, it is released in very small quantities only once every three years, so it’s extremely difficult to come by beyond the day we release it. It does, however, turn up on our Tasting Room’s Vintage List from time to time, so don’t despair.\t"
Oude Gueuze,Hanssens Artisanaal bvba,Lambic,6,0,10,8,77,197,3,117,9,23,4.11,Notes:This is the result of blending different lambics of different ages. The second fermentation takes place inside the bottles and therefore they are stored for minimum six months in constant temperature kept cellars.\t
Lou Pepe - Gueuze,Brasserie Cantillon,Lambic,5,0,10,3,34,116,1,54,2,5,4.41,Notes:
Girardin Gueuze 1882 (Black Label),Brouwerij Girardin,Lambic,5,0,10,13,45,169,0,98,10,11,4.26,Notes:Unfiltered version.\t
Boon Oude Geuze Mariage Parfait,Brouwerij Boon,Lambic,8,0,10,8,80,169,1,103,13,18,4.1,Notes:
St. Louis Gueuze Fond Tradition,Brouwerij Van Honsebrouck N.V.,Lambic,5,0,10,14,67,178,0,117,11,13,3.91,"Notes:St-Louis Gueuze Fond Tradition is a pure traditional gueuze aimed at connoisseurs. It has the pure taste of a true gueuze based on a blend of young and old lambics. Fruity apple aromas stand out. When tasting, the slightly sour touches, characteristic of lambic beers, make their presence felt. It is very dry in the finish.\t"
Oud Beersel Oude Geuze Vieille,Brouwerij Oud Beersel,Lambic,6,0,10,12,64,183,0,87,7,14,4.04,Notes:
Coolship Resurgam,Allagash Brewing Company,Lambic,6.3,0,10,22,68,185,0,127,11,18,4.5,"Notes:Coolship Resurgam is brewed with Pilsner malt, raw wheat, and aged hops. The beer is cooled overnight using outside air temperature in a traditional, large shallow pan known as a coolship. During the cooling process, naturally occurring microflora from the air inoculates the beer, and in the morning, it is transferred into French oak wine barrels where the entire fermentation and aging takes place. Coolship Resurgam is a blend of this one-, two-, and three-year old spontaneously fermented beer. The finished beer has aromas of apricot, lemon zest, and candied fruit. Notes of tropical fruit and flavors of funk lead to a clean, tart, and dry finish.Coolship Resurgam is a blend of both old and young unfruited spontaneous beer. The name comes from the motto of our fair city, Portland, Me. It means ""I shall rise again"". Coolship Resurgam won a Silver medal at the 2010 GABF.a blend of this one-, two-, and three-year old spontaneously fermented beer. The finished beer has aromas of apricot, lemon zest, and candied fruit. Notes of tropical fruit and flavors of funk lead to a clean, tart and dry finish.\t"
Oude Geuze Boon,Brouwerij Boon,Lambic,7,0,10,20,50,145,2,93,11,19,3.82,"Notes:Brewed with 40% unmalted wheat, 60% of barleymalt, aged hops and wild yeasts collected from a coolship and is aged for up to 3 years in oak casks."
Gueuze Tilquin (Draught Version),Gueuzerie Tilquin,Lambic,4.8,0,10,9,29,136,1,62,5,4,4.07,"Notes:The Gueuze Tilquin - draught version (4.8% alc/vol) is a spontaneous fermented beer, produced by blending a low alcohol lambic (called Meerts) and 1 and 2 years old lambics, all fermented and aged in oak barrels. It is unfiltered and unpasteurized, and it is refermented in the keg. The lambics used were fermented and oak aged in our installations. These lambics are coming from worts brewed by Boon, Lindemans, Girardin and Cantillon breweries.\t"
Doesjel,Brouwerij Drie Fonteinen,Lambic,6,0,10,14,53,160,0,80,5,28,3.9,Notes:
Sour Reserve,Upland Brewing Company,Lambic,6,0,10,6,74,284,8,141,15,38,4.15,"Notes:BLEND 1: Batch Years Blended 2006 (our original batch of lambics), 2008, 2010BLEND 2: Batch Years Blended All 2008Sour Reserve is a tart, dry, and refreshing blond sour ale, with multiple layers of flavor by selecting premium barrels of aged Basis. Expect flavors of peach, cherry, wine, cider with rich aromas of lactic sourness and multiple fruity notes. Effervescent carbonation creates an inviting and experiential sour beer session.\t"
Gueuze,Brouwerij Lindemans,Lambic,5,0,10,8,131,183,0,97,3,24,3.65,"Notes:From the brewery:There are several stories to explain the origin of the term 'gueuze'. This name dates back to the Rue de Gueuze in Brussels where, for the first time, a producer offered his delicious lambic in champagne bottles. Word about the 'lambick on Rue de Gueuze' quickly got around. According to other sources, gueuze has its roots in 'gazeux' - the French word for carbonated - since traditional gueuze is a carbonated blend of different lambics.After the Second World War, some lambic brewers devised a new production method. They filtered the beer, added sugar, saturated it (with carbon dioxide) and pasteurised it. This new gueuze, closed with a bottle cap and available in 25 cl bottles, was called capped gueuze. Developed according to this production method, Gueuze Lindemans is a slightly sweeter version of Old Gueuze Cuvée René.\t"
Mort Subite Gueuze,Brouwerij Mort Subite,Lambic,4.5,0,10,3,86,95,0,60,5,14,3.53,Notes:
Oude Geuze De Cam,De Cam Geuzestekerij,Lambic,5.5,0,10,11,62,229,1,115,10,19,4.31,Notes:
Belle Vue Gueuze,Brasserie Belle-Vue,Lambic,5.5,0,10,10,91,101,3,44,4,41,3.17,Notes:
De Troch Oude Gueuze,Brouwerij De Troch,Lambic,5.5,0,10,14,49,200,7,96,14,30,4.75,Notes:
Girardin Gueuze 1882 (White Label),Brouwerij Girardin,Lambic,5,0,10,14,83,163,0,88,14,18,4,Notes:Filtered version.\t
Brabantiae,Brasserie Cantillon,Lambic,5,0,10,18,29,169,0,80,2,7,4.17,Notes:Brabantiae is a gueuze that was finished in Port wine barrels.\t
Mort Subite Oude Gueuze,Brouwerij Mort Subite,Lambic,7,0,10,9,82,159,1,92,7,33,3.65,Notes:
Reuss,Brouwerij Kerkom,Lambic,5.8,0,10,15,16,75,2,18,0,18,3.75,Notes:Reuss is produced for the Bink festival. Marc Limet blends the lambic with a less bitter version of Bink Blond (38 IBUs versus 52 IBUs.) Reuss was the name of the first beer brewed at Kerkom in 1878.\t
Chapeau Gueuze Lambic,Brouwerij De Troch,Lambic,5.5,0,10,1,69,69,0,52,0,10,2.55,Notes:
Iris,Brasserie Cantillon,Lambic,6.5,0,10,90,59,191,4,123,17,56,4.09,"Notes:It is a completely original beer which, contrary to the other products of the Brewery, is not brewed with 35% of wheat. The Iris, which is only made with malt of the pale ale type (giving a more amber colour to the beer) conserves the typical flavour of the spontaneous fermentation, the complex aromas and the vinous taste.The hopping is different too. Lambic is made with 100% dried hops, for the Iris we use 50% of dried hops and 50% of fresh hops. The latter cause a superb acidity, the former, due to their tannins, enable to conserve the beer while preserving all its qualities. After two years in the barrel, the Iris undergoes a second fresh hopping two weeks before the bottling. A linen bag, filled with hops, is soaked in the beer for two weeks. This technique, called ""cold hopping"", gives the beer a more intense savour and makes the smell and the taste more bitter.Iris is brewed only once every season and all the beers come from the same brewing. This is why the beer is dated. The second fermentation is obtained by adding liquor. Although it is a spontaneous fermentation beer, the Iris is very different from the Lambic. The amber colour and the bitter and slightly caramelized taste make it a complex beer.\t"
Bruocsella (1900) Grand Cru,Brasserie Cantillon,Lambic,5,0,10,13,40,122,0,58,6,11,3.89,Notes:
50 Degrees North-4 Degrees East,Brasserie Cantillon,Lambic,7,0,10,17,62,106,0,66,5,15,4.23,Notes:Aged in cognac barrels for two years.\t
Oude Lambiek De Cam,De Cam Geuzestekerij,Lambic,4.8,0,10,16,61,213,2,94,7,21,4.39,Notes:
Lambic,Brasserie Cantillon,Lambic,5,0,10,9,18,107,0,34,12,14,4.13,Notes:
Tuverbol,Café-Brouwerij Loterbol,Lambic,11,0,10,19,48,157,0,91,15,24,3.84,Notes:Brouwerij 3 Fonteinen & Café-Brouwerij Loterbol Tuverbol is a blend of 3 Fonteinen Lambik with Loterbol Blond.\t
Divina,Panil,Lambic,5.5,0,10,3,39,92,1,58,9,13,3.88,Notes:
Lambiek Oud Beersel,Brouwerij Oud Beersel,Lambic,5.6,0,10,8,18,87,2,39,2,10,4.17,Notes:
Boon Oude Lambic,Brouwerij Boon,Lambic,6.5,0,10,5,20,48,0,25,5,5,4.5,Notes:
Lambiek (1 Year Old),Brouwerij Drie Fonteinen,Lambic,5,0,10,0,6,39,0,12,6,2,4.14,Notes:
Jonge Lambik,Brouwerij Drie Fonteinen,Lambic,5,0,10,2,5,33,0,14,2,3,4.5,Notes:
Oude Lambik,Brouwerij Drie Fonteinen,Lambic,5,0,10,1,5,22,0,9,2,1,4.5,Notes:
Lambik (1 Year Old Unblended),Brouwerij Girardin,Lambic,5,0,10,1,24,56,0,31,6,7,4,Notes:
Vesterbro Spontanale,Mikkeller ApS,Lambic,5.5,0,10,0,2,10,0,2,0,1,3.89,Notes:
Lambiek De Cam,De Cam Geuzestekerij,Lambic,5,0,10,3,9,27,0,17,0,2,4.5,Notes:
Boon Lambiek,Brouwerij Boon,Lambic,6,0,10,0,3,19,0,4,2,4,4.13,Notes:
Lambik (2 Year Old Unblended),Brouwerij Girardin,Lambic,5,0,10,12,21,48,0,24,2,9,5,Notes:
Jonge Lambiek,Brouwerij Girardin,Lambic,5,0,10,3,14,32,4,21,5,4,3.9,Notes:
Oude Lambik,Brouwerij Lindemans,Lambic,5,0,10,1,6,17,0,14,4,0,4,Notes:Only available straight from cask at the brewery or in a very few traditional pubs in the direct neighborhood of Vlezenbeek.\t
De Troch Jonge Lambik,Brouwerij De Troch,Lambic,5,0,10,0,0,5,0,0,0,0,4.5,Notes:
Lambik (3 Year Old Unblended),Brouwerij Girardin,Lambic,5,0,10,2,4,17,0,5,4,5,4.17,Notes:
Mort Subite Blonde Lambic,Brouwerij Mort Subite,Lambic,5.5,0,10,4,4,11,0,4,0,0,4,Notes:
Oud,Brouwerij Bockor N.V.,Lambic,6,0,10,1,11,34,0,19,1,7,3.25,Notes:
Tilquin Jonge Lambic,Gueuzerie Tilquin,Lambic,6,0,10,1,5,5,0,5,0,0,3.75,Notes:
O'Doul's,Anheuser-Busch,Low Alcohol Beer,0.5,10,20,20,12,8,3,1,6,62,2.53,"Notes:O'Doul's and O'Doul's Amber are non-alcohol malt beverages.O’Doul’s has a mild, sweet taste with a slightly dry finish. O’Doul’s Amber has a rich, slightly sweet taste with flavorful hop finish. O’Doul’s and O’Doul’s Amber are brewed as traditional premium beers – fermented and aged to full maturity. The alcohol is then removed through the use of low temperature, low-pressure distillation. This extremely gentle process allows the alcohol to be removed without heating or cooking the beer, which retains the full, rich and delicate flavor and balance of our non-alcohol brews.\t"
O'Doul's Amber,Anheuser-Busch,Low Alcohol Beer,0.5,10,20,33,57,17,3,14,4,94,2.44,"Notes:O'Doul's and O'Doul's Amber are non-alcohol malt beverages.O’Doul’s has a mild, sweet taste with a slightly dry finish. O’Doul’s Amber has a rich, slightly sweet taste with flavorful hop finish. O’Doul’s and O’Doul’s Amber are brewed as traditional premium beers – fermented and aged to full maturity. The alcohol is then removed through the use of low temperature, low-pressure distillation. This extremely gentle process allows the alcohol to be removed without heating or cooking the beer, which retains the full, rich and delicate flavor and balance of our non-alcohol brews.\t"
Kaliber,Guinness Ltd.,Low Alcohol Beer,0.5,10,20,17,26,7,0,9,2,47,2.56,Notes:
Sharp's,Miller Brewing Co.,Low Alcohol Beer,0.4,10,20,5,15,2,0,4,1,44,1.95,Notes:
St. Pauli N. A.,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,Low Alcohol Beer,0.5,10,20,16,16,7,4,2,4,50,2.41,Notes:
Buckler Non-Alcoholic Brew,Heineken Nederland B.V.,Low Alcohol Beer,0.5,10,20,31,24,6,3,6,7,56,3,Notes:
Erdinger Weissbier Alkoholfrei (Non-Alcoholic),Erdinger Weissbräu,Low Alcohol Beer,0.5,10,20,38,46,12,3,14,21,90,2.67,Notes:
Nanny State,BrewDog,Low Alcohol Beer,0.5,10,20,118,48,57,2,89,15,89,3.03,"Notes:0.5% or 1.1% ABVNO ALCOHOL. NO COMPROMISE.If you think low alcohol equals low taste, think again. We made a hardcore beer and left the alcohol out. Nanny State breaks the curfew and slips under the radar. A brigade of speciality malts and North American hops sends bitterness to the brink and back. Squeezing this many hops in, and the alcohol out, is a testament to our craft.Nanny State - no compromise, no surrender, no alcohol.MALTS: Amber, Chocolate, Crystal, Dark Crystal, Munich, Rye, Wheat, CaramaltHOPS: Ahtanum, Amarillo, Cascade, Centennial, Columbus, Simcoe50 IBU\t"
Beck's Non-Alcoholic,Brauerei Beck & Co.,Low Alcohol Beer,0.3,10,20,23,24,6,4,6,6,59,2.16,Notes:Formerly Beck's Alkoholfrei\t
Busch NA,Anheuser-Busch,Low Alcohol Beer,0.5,10,20,9,5,4,1,1,0,40,2.46,"Notes:Fully brewed with finest natural ingredients, including a blend of premium American hops, fine barley malt, cereal grains, and pure water. After full fermentation and maturation, the alcohol is gently removed to preserve the quality of the beer.\t"
Clausthaler Golden Amber,Binding-Brauerei AG,Low Alcohol Beer,0.3,10,20,40,65,16,0,13,4,81,3.39,Notes:
Drive,Bitburger Brauerei,Low Alcohol Beer,0.5,10,20,36,15,10,0,5,7,40,2.74,Notes:
Warsteiner Premium Fresh,Warsteiner Brauerei,Low Alcohol Beer,0.5,10,20,46,18,15,2,5,2,57,2.58,Notes:
Old Milwaukee Non Alcoholic,Pabst Brewing Company,Low Alcohol Beer,0.4,10,20,14,17,4,0,1,1,44,2.63,Notes:Our flavorful non-alcoholic beer for those moments when you want the taste of America’ best tasting beer without the alcohol content.\t
Hefe-Weissbier Alkoholfrei,Paulaner Brauerei GmbH & Co. KG,Low Alcohol Beer,0.6,10,20,6,8,17,0,25,2,28,3.3,Notes:
Baltika #0 Non-Alcoholic,Baltika Breweries,Low Alcohol Beer,0.5,10,20,16,22,10,0,13,1,32,1.86,Notes:
Gerstel Non Alcoholic,Privatbrauerei Eichbaum GmbH & Co. KG,Low Alcohol Beer,0.6,10,20,33,40,11,4,3,1,64,2.96,Notes:
ThomasBrau,Paulaner Brauerei GmbH & Co. KG,Low Alcohol Beer,0.5,10,20,24,42,7,3,11,0,62,2.5,Notes:
Schneider Weisse Tap 3 Mein Alkoholfreies,Weisses Bräuhaus G. Schneider & Sohn GmbH,Low Alcohol Beer,0.5,10,20,4,13,7,0,13,6,27,2.4,Notes:Formerly Schneider Weisse Alkoholfrei.\t
Labatt Blue Non-Alcoholic,Labatt Brewing Company Ltd.,Low Alcohol Beer,0.5,10,20,12,32,6,0,23,0,24,3.33,"Notes:Formerly ""Labatt Blue De-Alcoholized Pilsner"".Labatt Blue Non-Alcoholic is brewed to have the same quality and taste profile of our Labatt Blue Canadian Pilsener, just without the alcohol.\t"
Original Alkoholfrei,Bayerische Staatsbrauerei Weihenstephan,Low Alcohol Beer,0.4,10,20,18,19,9,6,6,4,55,3,Notes:
Haake Beck NA,Brauerei Beck & Co.,Low Alcohol Beer,0.5,10,20,25,24,13,1,11,3,33,3.02,Notes:
Krombacher Alkoholfrie,Krombacher Brauerei,Low Alcohol Beer,0.5,10,20,21,24,8,3,7,3,29,4.25,Notes:
Einbecker Brauherren Non-Alcoholic,Einbecker Brauhaus AG,Low Alcohol Beer,0.5,10,20,30,8,8,3,6,7,39,2.33,"Notes:Fresh, light and with the bitter taste of hops.For the figure conscious, sport-active and alcohol abstainer, Einbecker alcohol-free is pure seduction.\t"
Pabst Blue Ribbon Non-Alcoholic,Pabst Brewing Company,Low Alcohol Beer,0.5,10,20,12,13,5,0,5,0,15,2.96,Notes:Formerly Pabst NA\t
Molson Exel,Molson Coors Canada,Low Alcohol Beer,0.5,10,20,9,20,4,0,1,0,18,2.33,Notes:
Alkoholfrei,Bitburger Brauerei,Low Alcohol Beer,0.6,10,20,25,10,2,3,0,5,37,2.31,Notes:
Malta India,"Cerveceria Vegana, S.A.",Low Alcohol Beer,0.5,10,20,19,47,4,0,3,2,56,2.18,"Notes:Malta India es una bebida dulce, no alcohólica, nutritiva y refrescante.Es una bebida apta y preferida por niños, jóvenes y adultos que desean disfrutar de un producto que los alimente a la vez que lo refresca.\t"
